symbol,date,url,sha256,compressed_bytes,rows,first_id,last_id,ids_unique,timestamps_nondecreasing,timestamp_dates_match_utc
PYBOBOUSDT,2026-07-01,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-01.csv.gz,5a0b77227a4b71f6bc9ce93f8a26b5948682ad5044130b04a489b65100a68d60,23953,2168,1,2168,true,true,true
PYBOBOUSDT,2026-07-02,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-02.csv.gz,c3d9027bb8fb7b7ccf3a1b654e5cd3898645e60f928e8881c08961a5c16c7869,25023,2279,1,2279,true,true,true
PYBOBOUSDT,2026-07-03,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-03.csv.gz,f6a55cc3286ac2ac4d692cba2157dbe7c9b01e5b3c45b58b481db53752c59ea4,21613,1925,1,1925,true,true,true
PYBOBOUSDT,2026-07-04,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-04.csv.gz,710801b9f8df2a17a2d175ffb63874f696dd9926020ad9ed774459cefbbe4995,28752,2757,1,2757,true,true,true
PYBOBOUSDT,2026-07-05,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-05.csv.gz,9f58e14b45eace7ba5b6b63599263bd31de561e9449a9a64442524475efd34fa,25040,2406,1,2406,true,true,true
PYBOBOUSDT,2026-07-06,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-06.csv.gz,36145937b07e6a24d11028ae397b0c8f505671721ab6b77324c26e5c27a14925,23525,2135,1,2135,true,true,true
PYBOBOUSDT,2026-07-07,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-07.csv.gz,48a413dad69c94aee66f7134fa56242dd5cd50d3dee99749cf685cb239fd254a,21653,1955,1,1955,true,true,true
PYBOBOUSDT,2026-07-08,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-08.csv.gz,7ce6901c64b1c1613b1081bbc25137c9bbddd147d2de7627c3946baf3393749d,23764,2145,1,2145,true,true,true
PYBOBOUSDT,2026-07-09,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-09.csv.gz,0d5e11c787a7bf64ee0db95996364afedc2f97a2f88ded66435cea90a2c53049,23938,2184,1,2184,true,true,true
PYBOBOUSDT,2026-07-10,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-10.csv.gz,248c9a1214d7569660b0de14527b78cb8be9989a637a286aa58d705f8e8073aa,23520,2170,1,2170,true,true,true
PYBOBOUSDT,2026-07-11,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-11.csv.gz,9d97a96c9cb271fae1407bc649e8173792e46d734453973e5477c138af5a5f55,24097,2200,1,2200,true,true,true
PYBOBOUSDT,2026-07-12,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-12.csv.gz,233103deaf8aa9b0dddf913d3c2e0607c9c29e870c69adb1ab43b99c5c23e578,28597,2804,1,2804,true,true,true
PYBOBOUSDT,2026-07-13,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-13.csv.gz,a49f08257cd66871513ea79e71785af095e1b545611c2f457ae8b18ca6a3f773,23436,2125,1,2125,true,true,true
PYBOBOUSDT,2026-07-14,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-07-14.csv.gz,b5b4039e0db96bf4695db5297362c1c89f266f23d8af96266cd2fd1592f973f4,24582,2257,1,2257,true,true,true
